[2021-09-04 05:23:05] main.ERROR: Could not validate a connection to Elasticsearch. No alive nodes found in your cluster
#0 /var/www/html/magento/setup/src/Magento/Setup/Model/SearchConfig.php(69): Magento\Setup\Model\SearchConfig->validateSearchEngine()
#1 /var/www/html/magento/setup/src/Magento/Setup/Model/Installer.php(1197): Magento\Setup\Model\SearchConfig->saveConfiguration()
#2 [internal function]: Magento\Setup\Model\Installer->installSearchConfiguration()
#3 /var/www/html/magento/setup/src/Magento/Setup/Model/Installer.php(389): call_user_func_array()
#4 /var/www/html/magento/setup/src/Magento/Setup/Console/Command/InstallCommand.php(231): Magento\Setup\Model\Installer->install()
#5 /var/www/html/magento/vendor/symfony/console/Command/Command.php(255): Magento\Setup\Console\Command\InstallCommand->execute()
#6 /var/www/html/magento/vendor/symfony/console/Application.php(1009): Symfony\Component\Console\Command\Command->run()
#7 /var/www/html/magento/vendor/symfony/console/Application.php(273): Symfony\Component\Console\Application->doRunCommand()
#8 /var/www/html/magento/lib/internal/Magento/Framework/Console/Cli.php(115): Symfony\Component\Console\Application->doRun()
#9 /var/www/html/magento/vendor/symfony/console/Application.php(149): Magento\Framework\Console\Cli->doRun()
#10 /var/www/html/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#11 {main} [] []
[2021-09-04 05:25:54] main.ERROR: Unable to proceed: the maintenance mode is enabled.  [] []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["user_assigned_role"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:14] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:15] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c_1","cat_c_p_1","cat_c"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:15] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c_1","cat_c","cat_c_p_1"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:15] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":{"0":"cat_c_2","1":"cat_c_p_2","2":"cat_c_p_1","4":"cat_c"},"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:15] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c_2","cat_c_p_1","cat_c_p_2","cat_c"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:16] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c_1","cat_c_2"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"request_declaration"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"request_declaration"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"request_declaration"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"request_declaration"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2021-09-04 05:26:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_1"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_2"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_3"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_4"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_5"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_1"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_2"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_3"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_4"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_5"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"}} []
[2021-09-04 05:26:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"}} []
[2021-09-04 05:28:38] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://34.196.20.70/index.php/admin_m77wuz/admin/index/index/key/300330a04c0a2b1bfdbc6feb1426308a211f482c88ef72b218aab92e95291f85/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"}} []
[2021-09-04 05:28:39] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_LoginAsCustomerLog::login_log was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_MediaGalleryUi::media was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_MediaGalleryUi::media_gallery was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2021-09-04 05:28:39] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2021-09-04 05:31:55] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://34.196.20.70/index.php/admin_m77wuz/adminAnalytics/config/disableAdminUsage/key/26b8288075c3a2952aa5f2a39ddb77bff32e5b3930c80a9d57dde7fc7c0a2feb/?isAjax=true","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2021-09-04 05:34:14] main.DEBUG: Request validation failed for action "Magento\Backend\Controller\Adminhtml\Index\Index\Interceptor" {"exception":"[object] (Magento\\Framework\\App\\Request\\InvalidRequestException(code: 0): Invalid request received at /var/www/html/magento/app/code/Magento/Backend/App/Request/BackendValidator.php:176)"} []
